年度,選手名,年齢,ポジション,チーム,年俸,年俸_円
2023,萩原　哲,24,捕手,巨人,650万円,6500000
2023,田上　奏大,20,投手,ソフトバンク,650万円,6500000
2023,九鬼　隆平,24,捕手,ソフトバンク,650万円,6500000
2023,中村　亮太,24,投手,ソフトバンク,650万円,6500000
2023,中川　颯,24,投手,オリックス,650万円,6500000
2023,土居　豪人,22,投手,ロッテ,630万円,6300000
2023,有薗　直輝,19,内野手,日本ハム,630万円,6300000
2023,菊田　拡和,21,内野手,巨人,620万円,6200000
2023,勝又　温史,22,外野手,DeNA,620万円,6200000
2023,笹川　吉康,20,外野手,ソフトバンク,620万円,6200000
2023,石田　隼都,19,投手,巨人,610万円,6100000
2023,粟飯原　龍之介,19,内野手,DeNA,610万円,6100000
2023,森山　暁生,18,投手,中日,600万円,6000000
2023,味谷　大誠,19,捕手,中日,600万円,6000000
2023,山浅　龍之介,18,捕手,中日,600万円,6000000
2023,松岡　洸希,22,投手,日本ハム,600万円,6000000
2023,髙寺　望夢,20,内野手,阪神,600万円,6000000
2023,井坪　陽生,18,外野手,阪神,600万円,6000000
2023,望月　惇志,25,投手,阪神,600万円,6000000
2023,佐藤　蓮,24,投手,阪神,600万円,6000000
2023,髙田　萌生,24,投手,楽天,600万円,6000000
2023,羽田　慎之介,19,投手,西武,600万円,6000000
2023,益子　京右,22,捕手,DeNA,600万円,6000000
2023,東妻　純平,21,捕手,DeNA,600万円,6000000
2023,仲三河　優太,20,外野手,西武,600万円,6000000
2023,西巻　賢二,23,内野手,DeNA,600万円,6000000
2023,内藤　鵬,18,内野手,オリックス,600万円,6000000
2023,尾仲　祐哉,28,投手,ヤクルト,600万円,6000000
2023,大竹　風雅,23,投手,ソフトバンク,600万円,6000000
2023,韮澤　雄也,21,内野手,広島,600万円,6000000
2023,西村　瑠伊斗,18,内野手,ヤクルト,600万円,6000000
2023,内田　湘大,18,内野手,広島,600万円,6000000
2023,三ツ俣　大樹,30,内野手,ヤクルト,600万円,6000000
2023,赤羽　由紘,22,内野手,ヤクルト,600万円,6000000
2023,久保　修,22,外野手,広島,600万円,6000000
2023,田中　晴也,18,投手,ロッテ,600万円,6000000
2023,福島　章太,20,投手,中日,585万円,5850000
2023,齊藤　誠人,27,捕手,西武,580万円,5800000
2023,田宮　裕涼,22,捕手,日本ハム,570万円,5700000
2023,小深田　大地,20,内野手,DeNA,560万円,5600000
2023,松本　隆之介,20,投手,DeNA,560万円,5600000
2023,川原田　純平,20,内野手,ソフトバンク,560万円,5600000
2023,秋山　正雲,19,投手,ロッテ,560万円,5600000
2023,阪口　樂,19,内野手,日本ハム,550万円,5500000
2023,加藤　翼,20,投手,中日,550万円,5500000
2023,泰　勝利,19,投手,楽天,550万円,5500000
2023,代木　大和,19,投手,巨人,550万円,5500000
2023,入江　大樹,20,内野手,楽天,550万円,5500000
2023,前田　銀治,19,外野手,楽天,550万円,5500000
2023,前　佑囲斗,21,投手,オリックス,550万円,5500000
2023,木村　大成,19,投手,ソフトバンク,550万円,5500000
2023,牧原　巧汰,20,捕手,ソフトバンク,550万円,5500000
2023,小林　樹斗,20,投手,広島,550万円,5500000
2023,池田　陵真,19,外野手,オリックス,550万円,5500000
2023,竹山　日向,19,投手,ヤクルト,550万円,5500000
2023,持丸　泰輝,21,捕手,広島,550万円,5500000
2023,畔柳　亨丞,19,投手,日本ハム,540万円,5400000
2023,松浦　慶斗,19,投手,日本ハム,540万円,5400000
2023,星野　真生,19,内野手,中日,540万円,5400000
2023,井上　広輝,21,投手,西武,540万円,5400000
2023,水谷　瞬,22,外野手,ソフトバンク,540万円,5400000
2023,安西　叶翔,18,投手,日本ハム,530万円,5300000
2023,石川　翔,23,投手,中日,530万円,5300000
2023,伊藤　翔,24,投手,西武,530万円,5300000
2023,嘉手苅　浩太,20,投手,ヤクルト,530万円,5300000
2023,竹内　龍臣,21,投手,中日,525万円,5250000
2023,垣越　建伸,22,投手,中日,525万円,5250000
2023,小森　航大郎,19,内野手,ヤクルト,520万円,5200000
2023,近藤　廉,24,投手,中日,510万円,5100000
2023,森下　瑠大,18,投手,DeNA,510万円,5100000
2023,髙田　琢登,20,投手,DeNA,510万円,5100000
2023,金田　優太,18,内野手,ロッテ,500万円,5000000
2023,藤田　健斗,21,捕手,阪神,500万円,5000000
2023,西川　僚祐,20,外野手,ロッテ,500万円,5000000
2023,戸井　零士,18,内野手,阪神,500万円,5000000
2023,遠藤　成,21,内野手,阪神,500万円,5000000
2023,前川　右京,19,外野手,阪神,500万円,5000000
2023,内　星龍,20,投手,楽天,500万円,5000000
2023,深沢　鳳介,19,投手,DeNA,500万円,5000000
2023,石原　彪,24,捕手,楽天,500万円,5000000
2023,齊藤　大将,27,投手,西武,500万円,5000000
2023,齋藤　響介,18,投手,オリックス,500万円,5000000
2023,大野　稼頭央,18,投手,ソフトバンク,500万円,5000000
2023,坂本　拓己,18,投手,ヤクルト,500万円,5000000
2023,佐野　如一,24,外野手,オリックス,500万円,5000000
2023,Ａ．アルメンタ,18,投手,ソフトバンク,500万円,5000000
2023,清水　叶人,18,捕手,広島,500万円,5000000
2023,髙木　翔斗,19,捕手,広島,500万円,5000000
2023,Ｍ．フェリックス,23,投手,ソフトバンク,500万円,5000000
2023,小野　泰己,28,投手,オリックス,500万円,5000000
2023,二俣　翔一,20,内野手,広島,500万円,5000000
2023,田村　俊介,19,外野手,広島,500万円,5000000
2023,Ｆ．ヘラルディーノ,18,内野手,ソフトバンク,500万円,5000000
2023,Ｍ．シモン,18,外野手,ソフトバンク,500万円,5000000
2023,古谷　拓郎,22,投手,ロッテ,480万円,4800000
2023,花田　侑樹,19,投手,巨人,480万円,4800000
2023,小峯　新陸,21,投手,楽天,470万円,4700000
2023,赤上　優人,24,投手,西武,470万円,4700000
2023,小林　珠維,21,内野手,ソフトバンク,470万円,4700000
2023,森　遼大朗,23,投手,ロッテ,460万円,4600000
2023,中川　勇斗,19,捕手,阪神,460万円,4600000
2023,片山　雄哉,28,捕手,阪神,450万円,4500000
2023,中熊　大智,26,捕手,西武,450万円,4500000
2023,佐藤　智輝,22,投手,楽天,450万円,4500000
2023,水上　桂,21,捕手,楽天,450万円,4500000
2023,日髙　暖己,18,投手,オリックス,450万円,4500000
2023,中川　拓真,20,捕手,オリックス,450万円,4500000
2023,上野　響平,21,内野手,オリックス,450万円,4500000
2023,行木　俊,22,投手,広島,450万円,4500000
2023,岩田　将貴,24,投手,阪神,440万円,4400000
2023,山本　大斗,20,外野手,ロッテ,440万円,4400000
2023,澤田　圭佑,28,投手,ロッテ,440万円,4400000
2023,柿木　蓮,22,投手,日本ハム,440万円,4400000
2023,姫野　優也,25,投手,日本ハム,440万円,4400000
2023,宮城　滝太,22,投手,DeNA,440万円,4400000
2023,石川　達也,24,投手,DeNA,440万円,4400000
2023,植田　将太,25,捕手,ロッテ,420万円,4200000
2023,川原　陸,22,投手,阪神,420万円,4200000
2023,引地　秀一郎,22,投手,楽天,420万円,4200000
2023,福森　耀真,25,投手,楽天,420万円,4200000
2023,山﨑　友輔,24,投手,巨人,420万円,4200000
2023,保科　広一,24,外野手,巨人,420万円,4200000
2023,富田　龍,23,投手,巨人,410万円,4100000
2023,亀田　啓太,23,捕手,巨人,410万円,4100000
2023,前田　研輝,24,捕手,巨人,410万円,4100000
2023,加藤　廉,24,内野手,巨人,410万円,4100000
2023,鈴木　大和,23,外野手,巨人,410万円,4100000
2023,髙田　竜星,20,投手,巨人,400万円,4000000
2023,松井　颯,22,投手,巨人,400万円,4000000
2023,粟津　凱士,26,投手,西武,400万円,4000000
2023,上間　永遠,22,投手,西武,400万円,4000000
2023,Ｊ．ヘレラ,25,投手,西武,400万円,4000000
2023,出井　敏博,25,投手,西武,400万円,4000000
2023,是澤　涼輔,22,捕手,西武,400万円,4000000
2023,Ｒ．コドラド,25,外野手,西武,400万円,4000000
2023,モンテル（日隈　モンテル）,23,外野手,西武,400万円,4000000
2023,ジョセフ（宮本　ジョセフ　拳）,24,外野手,西武,400万円,4000000
2023,三浦　大輝,22,投手,西武,400万円,4000000
2023,佐藤　宏樹,24,投手,ソフトバンク,400万円,4000000
2023,中道　佑哉,24,投手,ソフトバンク,400万円,4000000
2023,岡本　直也,26,投手,ソフトバンク,400万円,4000000
2023,重田　倫明,26,投手,ソフトバンク,400万円,4000000
2023,三浦　瑞樹,23,投手,ソフトバンク,400万円,4000000
2023,佐藤　琢磨,23,投手,ソフトバンク,400万円,4000000
2023,木村　光,22,投手,ソフトバンク,400万円,4000000
2023,水口　創太,23,投手,ソフトバンク,400万円,4000000
2023,宮﨑　颯,22,投手,ソフトバンク,400万円,4000000
2023,前田　純,22,投手,ソフトバンク,400万円,4000000
2023,緒方　理貢,24,内野手,ソフトバンク,400万円,4000000
2023,西尾　歩真,22,内野手,ソフトバンク,400万円,4000000
2023,沼田　翔平,22,投手,ヤクルト,400万円,4000000
2023,川村　友斗,23,外野手,ソフトバンク,400万円,4000000
2023,山本　恵大,23,外野手,ソフトバンク,400万円,4000000
2023,仲田　慶介,23,外野手,ソフトバンク,400万円,4000000
2023,重松　凱人,22,外野手,ソフトバンク,400万円,4000000
2023,木下　幹也,20,投手,巨人,390万円,3900000
2023,笠島　尚樹,20,投手,巨人,380万円,3800000
2023,京本　眞,19,投手,巨人,380万円,3800000
2023,阿部　剣友,20,投手,巨人,380万円,3800000
2023,川嵜　陽仁,19,投手,巨人,370万円,3700000
2023,スターリン,24,投手,DeNA,370万円,3700000
2023,鴨打　瑛二,19,投手,巨人,370万円,3700000
2023,坂本　勇人,20,捕手,巨人,370万円,3700000
2023,大津　綾也,19,捕手,巨人,370万円,3700000
2023,岡本　大翔,20,内野手,巨人,370万円,3700000
2023,笹原　操希,19,外野手,巨人,370万円,3700000
2023,奈良木　陸,24,投手,巨人,360万円,3600000
2023,田村　朋輝,18,投手,巨人,360万円,3600000
2023,吉村　優聖歩,18,投手,巨人,360万円,3600000
2023,森本　哲星,18,投手,巨人,360万円,3600000
2023,中田　歩夢,18,内野手,巨人,360万円,3600000
2023,相澤　白虎,18,内野手,巨人,360万円,3600000
2023,北村　流音,18,内野手,巨人,360万円,3600000
2023,三塚　琉生,18,外野手,巨人,360万円,3600000
2023,大城　元,18,外野手,巨人,360万円,3600000
2023,桑原　秀侍,20,投手,ソフトバンク,360万円,3600000
2023,大城　真乃,20,投手,ソフトバンク,360万円,3600000
2023,井﨑　燦志郎,19,投手,ソフトバンク,360万円,3600000
2023,村上　舜,21,投手,ソフトバンク,360万円,3600000
2023,田中　怜利　ハモンド,19,投手,ソフトバンク,360万円,3600000
2023,加藤　洸稀,19,投手,ソフトバンク,360万円,3600000
2023,山崎　琢磨,19,投手,ソフトバンク,360万円,3600000
2023,瀧本　将生,19,投手,ソフトバンク,360万円,3600000
2023,赤羽　蓮,18,投手,ソフトバンク,360万円,3600000
2023,内野　海斗,18,投手,ソフトバンク,360万円,3600000
2023,岡植　純平,18,投手,ソフトバンク,360万円,3600000
2023,佐々木　明都,18,投手,ソフトバンク,360万円,3600000
2023,飛田　悠成,18,投手,ソフトバンク,360万円,3600000
2023,石塚　綜一郎,21,捕手,ソフトバンク,360万円,3600000
2023,居谷　匠真,20,捕手,ソフトバンク,360万円,3600000
2023,加藤　晴空,19,捕手,ソフトバンク,360万円,3600000
2023,盛島　稜大,18,捕手,ソフトバンク,360万円,3600000
2023,藤野　恵音,19,内野手,ソフトバンク,360万円,3600000
2023,伊藤　大将,21,内野手,ソフトバンク,360万円,3600000
2023,勝連　大稀,21,内野手,ソフトバンク,360万円,3600000
2023,佐久間　拓斗,19,内野手,ソフトバンク,360万円,3600000
2023,三代　祥貴,19,内野手,ソフトバンク,360万円,3600000
2023,山下　恭吾,18,内野手,ソフトバンク,360万円,3600000
2023,早　真之介,20,外野手,ソフトバンク,360万円,3600000
2023,舟越　秀虎,21,外野手,ソフトバンク,360万円,3600000
2023,中村　宜聖,22,外野手,ソフトバンク,360万円,3600000
2023,佐藤　航太,18,外野手,ソフトバンク,360万円,3600000
2023,Ｄ．フェリス,23,投手,ロッテ,350万円,3500000
2023,坂田　怜,23,投手,広島,350万円,3500000
2023,木下　元秀,21,外野手,広島,350万円,3500000
2023,草野　陽斗,18,投手,DeNA,340万円,3400000
2023,加藤　大,20,投手,DeNA,340万円,3400000
2023,渡辺　明貴,23,投手,DeNA,340万円,3400000
2023,今野　瑠斗,18,投手,DeNA,340万円,3400000
2023,東出　直也,19,捕手,DeNA,340万円,3400000
2023,上甲　凌大,22,捕手,DeNA,340万円,3400000
2023,蓮（鈴木　蓮）,18,内野手,DeNA,340万円,3400000
2023,村川　凪,24,外野手,DeNA,340万円,3400000
2023,大橋　武尊,21,外野手,DeNA,340万円,3400000
2023,野村　和輝,19,内野手,西武,320万円,3200000
2023,松木平　優太,20,投手,中日,315万円,3150000
2023,松田　亘哲,25,投手,中日,315万円,3150000
2023,速水　将大,22,内野手,ロッテ,300万円,3000000
2023,松山　晋也,22,投手,中日,300万円,3000000
2023,伊藤　稜,23,投手,阪神,300万円,3000000
2023,野中　天翔,18,投手,中日,300万円,3000000
2023,樋口　正修,24,内野手,中日,300万円,3000000
2023,野口　恭佑,22,外野手,阪神,300万円,3000000
2023,王　彦程,22,投手,楽天,300万円,3000000
2023,新家　颯,19,投手,広島,300万円,3000000
2023,中村　来生,19,投手,広島,300万円,3000000
2023,鈴木　裕太,22,投手,ヤクルト,300万円,3000000
2023,前川　誠太,19,内野手,広島,300万円,3000000
2023,名原　典彦,22,外野手,広島,300万円,3000000
2023,丸山　翔大,24,投手,ヤクルト,300万円,3000000
2023,中村　貴浩,22,外野手,広島,300万円,3000000
2023,下　慎之介,20,投手,ヤクルト,300万円,3000000
2023,松井　聖,27,捕手,ヤクルト,300万円,3000000
2023,岩田　幸宏,25,外野手,ヤクルト,300万円,3000000
2023,松本　遼大,20,投手,日本ハム,290万円,2900000
2023,齊藤　伸治,24,投手,日本ハム,290万円,2900000
2023,古市　尊,20,捕手,西武,280万円,2800000
2023,豆田　泰志,20,投手,西武,280万円,2800000
2023,菅井　信也,19,投手,西武,280万円,2800000
2023,橋本　星哉,22,捕手,ヤクルト,280万円,2800000
2023,辻　大雅,18,投手,広島,275万円,2750000
2023,福島　蓮,19,投手,日本ハム,260万円,2600000
2023,柳川　大晟,19,投手,日本ハム,260万円,2600000
2023,中山　晶量,24,投手,日本ハム,260万円,2600000
2023,山本　晃大,23,投手,日本ハム,260万円,2600000
2023,阿部　和広,19,外野手,日本ハム,260万円,2600000
2023,藤田　大清,18,外野手,日本ハム,260万円,2600000
2023,山口　アタル,23,外野手,日本ハム,260万円,2600000
2023,清宮　虎多朗,22,投手,楽天,250万円,2500000
2023,竹下　瑛広,22,投手,楽天,250万円,2500000
2023,永田　颯太郎,22,内野手,楽天,250万円,2500000
2023,辰見　鴻之介,22,内野手,楽天,250万円,2500000
2023,柳澤　大空,19,外野手,楽天,250万円,2500000
2023,Ｈ．マルセリーノ,20,投手,DeNA,250万円,2500000
2023,Ｙ．ディアス,23,投手,DeNA,250万円,2500000
2023,佐藤　一磨,21,投手,オリックス,250万円,2500000
2023,中田　惟斗,21,投手,オリックス,250万円,2500000
2023,平野　大和,21,外野手,オリックス,250万円,2500000
2023,Ｊ．デラクルーズ,18,内野手,巨人,240万円,2400000
2023,Ｊ．ティマ,18,外野手,巨人,240万円,2400000
2023,川瀬　堅斗,20,投手,オリックス,240万円,2400000
2023,辻垣　高良,20,投手,オリックス,240万円,2400000
2023,西濱　勇星,20,投手,オリックス,240万円,2400000
2023,才木　海翔,22,投手,オリックス,240万円,2400000
2023,入山　海斗,22,投手,オリックス,240万円,2400000
2023,釣　寿生,20,捕手,オリックス,240万円,2400000
2023,村上　喬一朗,22,捕手,オリックス,240万円,2400000
2023,園部　佳太,23,内野手,オリックス,240万円,2400000
2023,大里　昂生,23,内野手,オリックス,240万円,2400000
2023,山中　尭之,24,外野手,オリックス,240万円,2400000
2023,茶野　篤政,23,外野手,オリックス,240万円,2400000
2023,田中　楓基,19,投手,ロッテ,230万円,2300000
2023,永島田　輝斗,19,投手,ロッテ,230万円,2300000
2023,吉川　悠斗,18,投手,ロッテ,230万円,2300000
2023,白濱　快起,18,投手,ロッテ,230万円,2300000
2023,谷川　唯人,20,捕手,ロッテ,230万円,2300000
2023,村山　亮介,19,捕手,ロッテ,230万円,2300000
2023,勝又　琉偉,18,内野手,ロッテ,230万円,2300000
2023,黒川　凱星,18,内野手,ロッテ,230万円,2300000
2023,古賀　康誠,18,投手,楽天,230万円,2300000
2023,江川　侑斗,21,捕手,楽天,230万円,2300000
2023,澤野　聖悠,21,内野手,楽天,230万円,2300000
2023,大河原　翔,19,外野手,楽天,230万円,2300000
2024,Ｒ．オスナ,29,投手,ソフトバンク,6億6500万円,665000000
2024,坂本　勇人,35,内野手,巨人,6億円,600000000
2024,村上　宗隆,24,内野手,ヤクルト,6億円,600000000
2024,柳田　悠岐,35,外野手,ソフトバンク,5億7000万円,570000000
2024,近藤　健介,30,外野手,ソフトバンク,5億5000万円,550000000
2024,浅村　栄斗,33,内野手,楽天,5億円,500000000
2024,山田　哲人,31,内野手,ヤクルト,5億円,500000000
2024,岡本　和真,27,内野手,巨人,4億2000万円,420000000
2024,菅野　智之,34,投手,巨人,4億円,400000000
2024,有原　航平,31,投手,ソフトバンク,4億円,400000000
2024,Ｇ．ポランコ,32,外野手,ロッテ,4億円,400000000
2024,森　友哉,28,捕手,オリックス,4億円,400000000
2024,Ｄ．サンタナ,31,外野手,ヤクルト,3億6500万円,365000000
2024,Ｄ．バーヘイゲン,33,投手,日本ハム,3億5000万円,350000000
2024,Ｄ．ビシエド,35,内野手,中日,3億5000万円,350000000
2024,近本　光司,29,外野手,阪神,3億2000万円,320000000
2024,加藤　貴之,31,投手,日本ハム,3億円,300000000
2024,中田　翔,34,内野手,中日,3億円,300000000
2024,則本　昂大,33,投手,楽天,3億円,300000000
2024,山﨑　康晃,31,投手,DeNA,3億円,300000000
2024,源田　壮亮,31,内野手,西武,3億円,300000000
2024,Ｌ．モイネロ,28,投手,ソフトバンク,3億円,300000000
2024,今宮　健太,32,内野手,ソフトバンク,3億円,300000000
2024,西　勇輝,33,投手,阪神,3億円,300000000
2024,大野　雄大,35,投手,中日,3億円,300000000
2024,Ｊ．オスナ,31,内野手,ヤクルト,2億9800万円,298000000
2024,大山　悠輔,29,内野手,阪神,2億8000万円,280000000
2024,丸　佳浩,34,外野手,巨人,2億8000万円,280000000
2024,山川　穂高,32,内野手,ソフトバンク,2億7000万円,270000000
2024,髙橋　光成,27,投手,西武,2億6500万円,265000000
2024,田中　将大,35,投手,楽天,2億6000万円,260000000
2024,大島　洋平,38,外野手,中日,2億5000万円,250000000
2024,平良　海馬,24,投手,西武,2億5000万円,250000000
2024,菊池　涼介,34,内野手,広島,2億5000万円,250000000
2024,増田　達至,35,投手,西武,2億4000万円,240000000
2024,サイスニード,31,投手,ヤクルト,2億3100万円,231000000
2024,Ｒ．マルティネス,27,投手,中日,2億3000万円,230000000
2024,牧　秀悟,25,内野手,DeNA,2億3000万円,230000000
2024,平野　佳寿,40,投手,オリックス,2億2000万円,220000000
2024,岸　孝之,39,投手,楽天,2億1000万円,210000000
2024,Ｊ．アギラー,33,内野手,西武,2億1000万円,210000000
2024,甲斐　拓也,31,捕手,ソフトバンク,2億1000万円,210000000
2024,青柳　晃洋,30,投手,阪神,2億1000万円,210000000
2024,益田　直也,34,投手,ロッテ,2億円,200000000
2024,山﨑　福也,31,投手,日本ハム,2億円,200000000
2024,中村　奨吾,31,内野手,ロッテ,2億円,200000000
2024,Ｆ．グリフィン,28,投手,巨人,2億円,200000000
2024,梶谷　隆幸,35,外野手,巨人,2億円,200000000
2024,Ｒ．オドーア,30,外野手,巨人,2億円,200000000
2024,宮﨑　敏郎,35,内野手,DeNA,2億円,200000000
2024,Ｔ．オースティン,32,外野手,DeNA,2億円,200000000
2024,和田　毅,43,投手,ソフトバンク,2億円,200000000
2024,澤村　拓一,35,投手,ロッテ,2億円,200000000
2024,岩崎　優,32,投手,阪神,2億円,200000000
2024,Ｊ．コルデロ,32,投手,ロッテ,1億8000万円,180000000
2024,戸郷　翔征,23,投手,巨人,1億8000万円,180000000
2024,大瀬良　大地,32,投手,広島,1億8000万円,180000000
2024,Ｍ．ゴンザレス,35,内野手,オリックス,1億8000万円,180000000
2024,Ｊ．Ｂ．ウェンデルケン,31,投手,DeNA,1億7500万円,175000000
2024,田口　麗斗,28,投手,ヤクルト,1億7500万円,175000000
2024,中村　悠平,33,捕手,ヤクルト,1億7000万円,170000000
2024,Ｓ．ノイジー,29,外野手,阪神,1億6500万円,165000000
2024,梅野　隆太郎,32,捕手,阪神,1億6000万円,160000000
2024,外崎　修汰,31,内野手,西武,1億6000万円,160000000
2024,宮城　大弥,22,投手,オリックス,1億6000万円,160000000
2024,小川　泰弘,33,投手,ヤクルト,1億6000万円,160000000
2024,伊藤　将司,27,投手,阪神,1億6000万円,160000000
2024,佐野　恵太,29,外野手,DeNA,1億5500万円,155000000
2024,佐藤　輝明,25,内野手,阪神,1億5000万円,150000000
2024,中野　拓夢,27,内野手,阪神,1億5000万円,150000000
2024,Ｎ．ソト,35,内野手,ロッテ,1億5000万円,150000000
2024,Ａ．アブレイユ,28,投手,西武,1億5000万円,150000000
2024,中村　剛也,40,内野手,西武,1億5000万円,150000000
2024,又吉　克樹,33,投手,ソフトバンク,1億5000万円,150000000
2024,東浜　巨,33,投手,ソフトバンク,1億5000万円,150000000
2024,武田　翔太,30,投手,ソフトバンク,1億5000万円,150000000
2024,石山　泰稚,35,投手,ヤクルト,1億5000万円,150000000
2024,中村　晃,34,外野手,ソフトバンク,1億5000万円,150000000
2024,秋山　翔吾,35,外野手,広島,1億5000万円,150000000
2024,柳　裕也,29,投手,中日,1億4800万円,148000000
2024,Ｊ．ゲラ,28,投手,阪神,1億4700万円,147000000
2024,Ａ．ジャクソン,27,投手,DeNA,1億4500万円,145000000
2024,Ｆ．レイエス,28,外野手,日本ハム,1億4400万円,144000000
2024,鈴木　大地,34,内野手,楽天,1億4000万円,140000000
2024,九里　亜蓮,32,投手,広島,1億4000万円,140000000
2024,青木　宣親,42,外野手,ヤクルト,1億4000万円,140000000
2024,美馬　学,37,投手,ロッテ,1億4000万円,140000000
2024,Ａ．マチャド,30,投手,オリックス,1億3500万円,135000000
2024,大城　卓三,31,捕手,巨人,1億3000万円,130000000
2024,森下　暢仁,26,投手,広島,1億3000万円,130000000
2024,清水　昇,27,投手,ヤクルト,1億3000万円,130000000
2024,Ｌ．セデーニョ,25,内野手,オリックス,1億3000万円,130000000
2024,Ｃ．スチュワート・ジュニア,24,投手,ソフトバンク,1億2800万円,128000000
2024,Ｔ．ハッチ,29,投手,広島,1億2500万円,125000000
2024,坂倉　将吾,25,捕手,広島,1億2500万円,125000000
2024,Ｊ．ビーズリー,28,投手,阪神,1億2000万円,120000000
2024,Ｐ．マーフィー,28,投手,日本ハム,1億2000万円,120000000
2024,Ｂ．ロドリゲス,32,投手,日本ハム,1億2000万円,120000000
2024,Ａ．マルティネス,27,捕手,日本ハム,1億2000万円,120000000
2024,Ｋ．ケラー,30,投手,巨人,1億2000万円,120000000
2024,三嶋　一輝,33,投手,DeNA,1億2000万円,120000000
2024,高梨　雄平,31,投手,巨人,1億2000万円,120000000
2024,島内　宏明,34,外野手,楽天,1億2000万円,120000000
2024,桑原　将志,30,外野手,DeNA,1億2000万円,120000000
2024,石川　柊太,32,投手,ソフトバンク,1億2000万円,120000000
2024,若月　健矢,28,捕手,オリックス,1億2000万円,120000000
2024,西川　龍馬,29,外野手,オリックス,1億2000万円,120000000
2024,Ｊ．シャイナー,28,内野手,広島,1億2000万円,120000000
2024,Ａ．ケイ,29,投手,DeNA,1億1500万円,115000000
2024,栗林　良吏,27,投手,広島,1億1500万円,115000000
2024,Ｒ．ウィック,31,投手,DeNA,1億1360万円,113600000
2024,Ｅ．ロドリゲス,26,投手,ヤクルト,1億1200万円,112000000
2024,伊藤　大海,26,投手,日本ハム,1億1000万円,110000000
2024,Ａ．ザバラ,27,投手,日本ハム,1億1000万円,110000000
2024,石川　歩,35,投手,ロッテ,1億1000万円,110000000
2024,Ａ．スティーブンソン,29,外野手,日本ハム,1億1000万円,110000000
2024,松本　剛,30,外野手,日本ハム,1億1000万円,110000000
2024,伊勢　大夢,26,投手,DeNA,1億1000万円,110000000
2024,Ｃ．トーマス,29,外野手,オリックス,1億1000万円,110000000
2024,栗山　巧,40,外野手,西武,1億800万円,108000000
2024,東　克樹,28,投手,DeNA,1億500万円,105000000
2024,小島　和哉,27,投手,ロッテ,1億500万円,105000000
2024,Ｊ．フェルナンデス,27,投手,ロッテ,1億円,100000000
2024,Ｈ．メヒア,27,投手,中日,1億円,100000000
2024,Ｍ．フェリス,30,投手,中日,1億円,100000000
2024,伏見　寅威,33,捕手,日本ハム,1億円,100000000
2024,Ｃ．ポンセ,29,投手,楽天,1億円,100000000
2024,中川　皓太,30,投手,巨人,1億円,100000000
2024,石田　健大,31,投手,DeNA,1億円,100000000
2024,Ｙ．メンデス,29,投手,巨人,1億円,100000000
2024,Ｆ．コルデロ,29,外野手,西武,1億円,100000000
2024,床田　寛樹,29,投手,広島,1億円,100000000
2024,牧原　大成,31,内野手,ソフトバンク,1億円,100000000
2024,Ａ．ウォーカー,32,外野手,ソフトバンク,1億円,100000000
2024,岩貞　祐太,32,投手,阪神,1億円,100000000
2024,涌井　秀章,37,投手,中日,1億円,100000000
2024,祖父江　大輔,36,投手,中日,1億円,100000000
2024,Ｊ．エスパーダ,27,投手,ヤクルト,9940万円,99400000
2024,田嶋　大樹,27,投手,オリックス,9500万円,95000000
2024,Ｌ．カスティーヨ,29,投手,オリックス,9500万円,95000000
2024,小笠原　慎之介,26,投手,中日,9300万円,93000000
2024,荻野　貴司,38,外野手,ロッテ,9000万円,90000000
2024,Ａ．バルドナード,31,投手,巨人,9000万円,90000000
2024,宋　家豪,31,投手,楽天,9000万円,90000000
2024,平井　克典,32,投手,西武,9000万円,90000000
2024,吉川　尚輝,29,内野手,巨人,9000万円,90000000
2024,Ｍ．フランコ,31,内野手,楽天,9000万円,90000000
2024,山岡　泰輔,28,投手,オリックス,9000万円,90000000
2024,中川　圭太,27,内野手,オリックス,9000万円,90000000
2024,頓宮　裕真,27,捕手,オリックス,8800万円,88000000
2024,Ｔ．ハーン,29,投手,広島,8800万円,88000000
2024,會澤　翼,35,捕手,広島,8760万円,87600000
2024,小深田　大翔,28,内野手,楽天,8500万円,85000000
2024,西野　勇士,33,投手,ロッテ,8500万円,85000000
2024,宗　佑磨,27,内野手,オリックス,8300万円,83000000
2024,Ｍ．レイノルズ,33,内野手,広島,8250万円,82500000
2024,Ｍ．ヤフーレ,25,投手,ヤクルト,8100万円,81000000
2024,藤岡　裕大,30,内野手,ロッテ,8000万円,80000000
2024,糸原　健斗,31,内野手,阪神,8000万円,80000000
2024,万波　中正,23,外野手,日本ハム,8000万円,80000000
2024,Ｎ．ターリー,34,投手,楽天,8000万円,80000000
2024,辛島　航,33,投手,楽天,8000万円,80000000
2024,今井　達也,25,投手,西武,8000万円,80000000
2024,辰己　涼介,27,外野手,楽天,8000万円,80000000
2024,佐々木　朗希,22,投手,ロッテ,8000万円,80000000
2024,Ｃ．Ｃ．メルセデス,30,投手,ロッテ,8000万円,80000000
2024,大貫　晋一,30,投手,DeNA,7700万円,77000000
2024,Ｊ．ミエセス,28,外野手,阪神,7500万円,75000000
2024,Ｊ．ヤン,27,投手,西武,7500万円,75000000
2024,戸柱　恭孝,33,捕手,DeNA,7500万円,75000000
2024,嶺井　博希,32,捕手,ソフトバンク,7500万円,75000000
